Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,DISAGREEMENTS,DISAGREEMENT EDITS,DISAGREEMENT NOTES,ISLAND,ID
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,347
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,348
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,349
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,350
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,351
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,352
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,353
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,354
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,355
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,356
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,357
NA,COMMISSION,COMMISSION,YES,NA,NA,Irian Jaya,358
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,359
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,360
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,361
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,362
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,363
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,364
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,365
NA,AGREE_NON,COMMISSION,YES,NA,NA,Irian Jaya,366
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,367
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,368
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,369
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,370
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,371
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,372
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,373
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,374
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,375
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,376
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,377
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,378
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,379
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,380
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,381
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,382
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,383
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,384
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,385
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,386
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,387
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,388
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,389
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,390
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,391
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,392
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,393
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,394
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,395
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,396
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,397
NA,OMISSION,OMISSION,YES,NA,NA,Irian Jaya,398
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,399
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,400
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,401
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,402
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,403
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,404
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,405
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,406
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,407
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,408
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,409
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,410
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,411
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,412
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,413
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,414
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,415
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,416
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,417
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,418
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,419
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,420
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,421
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,422
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,423
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,424
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,425
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,426
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,427
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,428
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,429
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,430
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,431
NA,AGREE_NON,COMMISSION,YES,NA,NA,Irian Jaya,432
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,433
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,434
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,435
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Irian Jaya,436
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,437
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,438
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,439
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,440
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,441
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,442
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,443
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,444
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,445
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,446
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,447
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,448
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,449
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,450
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,451
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,452
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,453
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,454
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,455
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,456
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,457
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,458
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,459
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,460
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,461
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,462
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,463
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,464
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,465
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,466
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,467
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,468
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,469
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,470
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,471
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,472
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,473
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,474
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,475
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,476
NA,OMISSION,OMISSION,YES,NA,NA,Irian Jaya,477
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,478
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,479
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,480
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,481
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,482
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,483
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,484
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,485
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,486
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,487
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,488
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,489
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,490
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,491
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,492
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,493
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,494
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,495
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,496
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,497
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,498
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,499
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,500
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,501
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,502
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,503
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,504
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,505
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,506
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,507
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,508
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,509
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,510
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,511
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,512
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,513
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,514
NA,COMMISSION,COMMISSION,YES,NA,NA,Irian Jaya,515
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,516
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,517
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,518
NA,OMISSION,OMISSION,YES,NA,NA,Irian Jaya,519
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,520
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,521
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,522
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Irian Jaya,523
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,524
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,525
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,526
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,527
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,528
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,529
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,530
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,531
NA,AGREE_NON,COMMISSION,YES,NA,NA,Irian Jaya,532
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,533
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,534
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,535
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,536
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,537
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,538
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,539
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,540
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,541
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,542
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,543
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,544
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,545
NA,AGREE_NON,COMMISSION,YES,NA,NA,Irian Jaya,546
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,547
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,548
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,549
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,550
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,551
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,552
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,553
NA,AGREE_NON,COMMISSION,YES,NA,NA,Irian Jaya,554
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,555
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,556
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,557
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,558
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,559
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,560
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,561
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,562
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,563
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,564
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,565
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,566
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,567
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,568
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,569
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,570
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,571
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,572
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,573
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,574
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,575
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,576
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,577
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,578
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,579
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,580
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,581
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,582
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,583
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,584
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,585
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,586
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,587
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,588
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,589
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,590
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,591
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,592
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,593
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,594
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,595
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,596
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,597
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,598
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,599
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,600
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,601
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,602
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,603
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,604
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,605
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,606
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,607
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,608
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,609
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,610
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,611
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,612
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,613
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,614
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,615
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,616
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,617
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,618
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,619
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,620
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,621
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,622
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,623
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,624
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,625
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,626
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,627
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,628
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,629
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,630
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,631
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,632
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,633
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,634
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,635
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,636
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,637
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,638
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,639
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,640
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,641
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,642
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,643
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,644
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,645
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,646
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,647
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,648
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,649
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,650
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,651
NA,OMISSION,OMISSION,YES,NA,NA,Irian Jaya,652
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,653
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,654
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,655
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,656
NA,AGREE_NON,COMMISSION,YES,NA,NA,Irian Jaya,657
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,658
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,659
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,660
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,661
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,662
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,663
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,664
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,665
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,666
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,667
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,668
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,669
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,670
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,671
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,672
NA,OMISSION,AGREE_FOR,YES,NA,NA,Irian Jaya,673
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Irian Jaya,674
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,675
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,676
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,677
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,678
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,679
NA,COMMISSION,AGREE_NON,YES,NA,NA,Irian Jaya,680
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,681
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,682
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,683
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,684
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,685
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,686
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,687
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,688
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,689
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Irian Jaya,690
NA,AGREE_FOR,OMISSION,YES,NA,NA,Irian Jaya,691
