Island Group,Quality note,Quality,,Sample ID,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,SPOT image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,
Kalimantan,,9,,5031,Primary intact,NA,1990,high,Yes,high,Sample complete!,2016,2015,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Nearby clearing  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,5032,Primary intact,NA,1991,high,yes,high,Sample complete!,2013,2012,Degraded - Selective Logging,high,,2014,2013,Cleared - Palm estates,high,,,,,,,Perkebunan,Sawit,Degraded - Selective Logging Cleared - Palm estates ,Agree,No,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5033,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5034,Primary intact,NA,1991,high,yes,high,Sample complete!,1998,1991,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,low confident,Degraded - Selective Logging  ,Agree,Yes,none,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5035,Primary intact,NA,1991,high,yes,high,Sample complete!,1998,1997,Degraded - Selective Logging,High,,2007,2006,Degraded - Selective Logging,Low,,,,,,,Hutan Sekunder,,Degraded - Selective Logging Degraded - Selective Logging ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5036,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,2015,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5037,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,small holder,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,No,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5038,Non Forest,NA,1991,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,No,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5039,Primary intact,NA,1990,high,yes,high,Sample complete!,2012,2011,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5040,Non Forest,NA,1997,low,No,high,Sample complete!,,,,,,,,,,,,,,,,Tambak,,  ,Disagree - major,No,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5041,Primary intact,NA,1992,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5042,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,karet small holder,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5043,Primary intact,NA,1990,high,yes,high,Sample complete!,2011,2010,Degraded - Nearby clearing,High,,2012,2011,Cleared - Tree plantations,high,,,,,,,Hutan Tanaman,,Degraded - Nearby clearing Cleared - Tree plantations ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5044,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,5045,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - major,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,5046,Non Forest,NA,1993,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5047,Primary intact,NA,1994,Low,yes,high,Sample complete!,2000,1999,Degraded - Selective Logging,low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,none,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5048,Primary intact,NA,1990,Low,no,low,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5049,Non Forest,NA,1991,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,none,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5050,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5051,Primary intact,NA,1998,high,yes,high,Sample complete!,1999,1998,Cleared - Abandoned/transitional,high,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Abandoned/transitional  ,Disagree - major,No,none,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5052,Primary intact,NA,1993,high,No,high,Sample complete!,1998,1997,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Mangrove Sekunder,,Degraded - Nearby clearing  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5053,Primary degraded,NA,1997,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5054,Primary degraded,NA,1996,Low,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,none,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5055,Non Forest,NA,1996,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5056,Non Forest,NA,1997,high,No,high,No data 1990 - 1996,,,,,,,,,,,,,,,,Pertanian Lahan Kering,No data,  ,Disagree - major,No,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5057,Primary degraded,NA,1992,high,yes,high,Sample complete!,2005,2004,Degraded - Nearby clearing,low,,2007,2006,Cleared - Small-holder land use,high,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5058,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,5059,Primary intact,NA,1992,high,no,high,Sample complete!,2015,2014,Degraded - Nearby clearing,High,,2016,2015,Cleared - Tree plantations,Low,,,,,,,Lahan Terbuka,,Degraded - Nearby clearing Cleared - Tree plantations ,Disagree - minor,Yes,2016,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5060,Non Forest,NA,1999,Low,No,high,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5061,Non Forest,NA,1991,high,No,High,Sample complete!,,,,,"no data in 1990, i use 1989/ shrub",,,,,,,,,,,Belukar,,  ,Agree,No,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5062,Primary intact,NA,1994,High,Yes,High,Sample complete!,1997,1994,Cleared - Abandoned/transitional,High,,2015,2014,Cleared - Fire,High,,,,,,,Belukar,,Cleared - Abandoned/transitional Cleared - Fire ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5063,Primary degraded,NA,1991,Low,yes,high,Sample complete!,1997,1991,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5064,Primary intact,NA,1990,Low,Yes,Low,Sample complete!,2004,2003,Degraded - Nearby clearing,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,No,none,No,Low,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5065,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,virgin forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5066,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,virgin forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5067,Primary degraded,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5068,Primary degraded,NA,1991,high,yes,high,Sample complete!,2009,2008,Degraded - Nearby clearing,high,,2010,2009,Cleared - Palm estates,High,,,,,,,Perkebunan,Sawit,Degraded - Nearby clearing Cleared - Palm estates ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5069,Primary degraded,NA,1990,high,yes,high,Sample complete!,2011,2010,Cleared - Small-holder land use,h,"Still forest inside pixel, but in surrounding white buffer there are smallholder",,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5070,Primary intact,NA,1990,high,no,high,,,,,,swamp forest,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5071,Non Forest,NA,1990,high,No,High,Sample complete!,,,,,"small plant and small tree, could be panted with rubber tree/ shrub",,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5072,Primary degraded,NA,1990,high,no,high,Sample complete!,,,,,"500 m to south in logging road, but this area still untouchable",,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5073,Primary intact,NA,1990,high,no,high,,,,,,there is no disturbance with this area,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,5074,Non Forest,NA,1990,high,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,5075,Primary degraded,NA,1991,Low,yes,high,Sample complete!,1998,1996,Cleared - Fire,high,,2012,2010,Cleared - Abandoned/transitional,Low,,2016,2015,Cleared - Other,Low,,Belukar,,Cleared - Fire Cleared - Abandoned/transitional Cleared - Other,Disagree - major,Yes,2016,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5076,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,"pixel area still intact forest, circle area also intact primary forest",,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5077,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,"pixel area still intact forest, circle area also intact primary forest",,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5078,Primary degraded,NA,1994,high,no,high,,,,,,"small area of the images clearing as patchpixel area is logging road, and right and left pixel still forest",,,,,,,,,,,Hutan Rawa Sekunder,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,5079,Non Forest,NA,1991,high,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Tatik checked,,Diana edited,,,,,,,,,,,,,,,,
Kalimantan,,9,,5080,Primary intact,NA,1995,high,no,high,,,,,,virgin forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5081,Non Forest,NA,1990,high,No,High,Sample complete!,,,,,rubber plantation,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2107,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5082,Primary intact,NA,1993,high,No,high,Sample complete!,,,,,virgin forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5083,Primary intact,NA,1990,high,No,high,,,,,,virgin forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5084,Non Forest,NA,1990,Low,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2013,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5085,Primary intact,NA,1990,high,No,high,,1997,1996,Degraded - Selective Logging,High,"pixel area still intact forest, circle area some of the main tree already cutting",,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,5086,Non Forest,NA,1990,high,No,High,,,,,,,,,,,,,,,,,Perkebunan,Sawit,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,5087,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2016,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,5088,Non Forest,NA,1991,high,No,High,,,,,,,,,,,,,,,,,Perkebunan,Rubber,  ,Disagree - major,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5089,Primary intact,NA,1990,high,yes,high,Sample complete!,2012,2011,Degraded - Nearby clearing,High,"pixel still forest until 2014, area around pixel changed to non forest in 2012",,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Agree,Yes,2014,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5090,Primary intact,NA,1996,high,no,high,,,,,,"nodata in 1985 to 1995, so i use 1996",,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,5091,Primary intact,NA,1990,Low,Yes,High,,1998,1995,Cleared - Fire,High,,2008,2007,Cleared - Palm estates,High,,,,,,,Perkebunan,cloudy,Cleared - Fire Cleared - Palm estates ,Disagree - major,No,none,No,High,Tatik checked,LULC from GE,Diana edited,,,,,,,,,,,,,,,,
Kalimantan,,6,,5092,Primary degraded,NA,1993,Low,yes,high,No data until 1993,1998,1997,Cleared - Fire,high,,,,,,,,,,,,Belukar,,Cleared - Fire  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,5093,Non Forest,NA,1994,high,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2014,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5094,Non Forest,NA,1990,high,no,high,Sample complete!,,,,,pixel: swamp forest with small tree canopy,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2016,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5095,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,pixel: forest in hill area in Bukit Baka Bukit Baka National Park,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5096,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,"pixel: this in forest consession area, selective logging",,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5097,Primary degraded,NA,1991,high,Yes,high,,2015,2014,Cleared - Tree plantations,,pixel: this area cleared in 2015 for palm oil plantation,,,,,,,,,,,Hutan Tanaman,,Cleared - Tree plantations  ,Agree,Yes,2017,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5098,Non Forest,NA,1992,high,No,High,Sample complete!,,,,,river,,,,,,,,,,,Air,,  ,Agree,Yes,2016,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5099,Primary intact,NA,1990,high,no,Low,,,,,,right side outside circle area already degraded in 1990,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5100,Primary intact,NA,1993,high,Yes,high,Sample complete!,1994,1993,Cleared - Abandoned/transitional,High,,1997,1996,Cleared - Fire,High,,2008,2007,Cleared - Abandoned/transitional,High,,Pertanian Lahan Kering Campur Semak,,Cleared - Abandoned/transitional Cleared - Fire Cleared - Abandoned/transitional,Disagree - major,Yes,none,Yes,High,Tatik checked,,,2015,2014,Cleared - Abandoned/transitional,Low,,,,,,,,,,,,
Kalimantan,,6,,5101,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5102,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,4,,5103,Primary degraded,NA,1994,high,yes,high,No data until 1994,1998,1996,Cleared - Fire,high,,,,,,,,,,,,Belukar,,Cleared - Fire  ,Disagree - minor,Yes,2010,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5104,Primary intact,NA,1991,high,yes,high,,2013,2012,Degraded - Selective Logging,high,selective logging cuttingprimary intact forest until 2012,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,5105,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5106,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,this area still undisturb forest,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5107,Primary intact,NA,1990,high,no,high,,,,,,this area still undisturb forest in highland area,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,5108,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5109,Primary intact,NA,1994,high,yes,high,,2014,2013,Cleared - Tree plantations,High,"could be cleared for palm oil plantation intact until 2003, in 2004 the north side already have logging road",,,,,,,,,,,Hutan Tanaman,,Cleared - Tree plantations  ,Disagree - minor,Yes,2016,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,5110,Primary intact,NA,1993,high,yes,high,No data until 1993,1998,1997,Cleared - Fire,high,,2013,2012,Cleared - Palm estates,High,,,,,,,Perkebunan,Sawit,Cleared - Fire Cleared - Palm estates ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5111,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,this area still undisturb forest in highland area,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5112,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,this area still undisturb forest in highland area,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5113,Primary intact,NA,1990,High,No,Low,,,,,,this area still undisturb forest in highland area,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,none,No,Low,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,5114,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2013,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5115,Primary intact,NA,1991,high,yes,high,Sample complete!,2012,2011,Cleared - Roading,High,,2015,2014,Cleared - Other,Low,,,,,,,Belukar,cloudy,Cleared - Roading Cleared - Other ,Disagree - minor,Yes,2016,No,Low,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5116,Primary intact,NA,1990,high,no,high,,,,,,this area still undisturb forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,5117,Non Forest,NA,1990,high,No,High,,,,,,,,,,,,,,,,,Perkebunan,Sawit,  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5118,Primary degraded,NA,1990,high,yes,high,Sample complete!,2004,2003,Degraded - Selective Logging,high,"some tree was cut with selective logging especially near road area1988 degraded, and re growth to intact forest in 1990",,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5119,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,this circle area still undisturb forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5120,Primary intact,NA,1992,high,Yes,high,Sample complete!,1998,1997,Degraded - Fire,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Fire  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5121,Primary intact,NA,1990,high,Yes,high,Sample complete!,2003,2002,Degraded - Selective Logging,High,,2006,2005,Degraded - Nearby clearing,Low,,,,,,,Hutan Sekunder,,Degraded - Selective Logging Degraded - Nearby clearing ,Disagree - minor,Yes,2013,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5122,Primary degraded,NA,1990,high,Yes,high,Sample complete!,1999,1998,Cleared - Roading,high,"selective logging cuttingthis circle area still undisturb forest, some area in the around degraded",,,,,,,,,,,Hutan Sekunder,,Cleared - Roading  ,Disagree - minor,Yes,none,No,High,Tatik checked,forest regrowth,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5123,Primary intact,NA,1990,high,no,high,,1994,1992,Degraded - Selective Logging,high,"selective logging cuttingintact until 1992, in the east side already have logging road",,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,2013,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,5124,Non Forest,NA,1990,high,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,High,Tatik checked,,Diana edited,,,,,,,,,,,,,,,,
Kalimantan,,6,,5125,Non Forest,NA,1990,Low,no,high,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,none,No,Low,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5126,Primary intact,NA,1991,high,no,high,,,,,,this circle area still undisturb forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5127,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5128,Primary intact,NA,1990,high,yes,high,Sample complete!,2006,2005,Cleared - Palm estates,high,clearing for palm oil plantationintact until 2005,,,,,,,,,,,Perkebunan,Sawit,Cleared - Palm estates  ,Agree,Yes,2014,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5129,Primary intact,NA,1990,high,no,high,,,,,,pixel: forest in hill area in Betung Kerihun National Park,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5130,Non Forest,NA,1990,high,No,High,,,,,,pixel: small tree of rubber tree,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5131,Primary intact,Forest fragment,1991,Low,No,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,none,No,Low,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5132,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,Sawit since 2009,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5133,Primary intact,NA,1990,high,no,high,,,,,,"peat swamp forest, no change",,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,2014,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5134,Non Forest,NA,1990,high,No,High,Sample complete!,,,,,"this area use by small-holder, rubber tree",,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5135,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,this circle area still undisturb forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
