Island Group,Quality note,Quality,,Sample ID,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,SPOT image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,
Kalimantan,,6,,2974,Primary degraded,NA,1990,High,Yes,High,,1992,1990,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2975,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2976,Primary intact,NA,1991,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,2977,Primary intact,NA,1990,High,Yes,High,,1996,1992,Cleared - Roading,High,,,,,,,,,,,,Hutan Sekunder,,Cleared - Roading  ,Agree,Yes,none,No,High,Yazid checked,forest regrowth,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2978,Primary degraded,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Rawa Sekunder,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2979,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2980,Primary intact,NA,1990,High,Yes,High,,2000,1999,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2981,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2982,Primary degraded,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Mangrove Sekunder,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2983,Primary intact,NA,1994,High,No,High,No free cloud cover until 1994,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2984,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2985,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,2986,Primary intact,NA,1991,High,Yes,High,,2012,2011,Degraded - Nearby clearing,High,,2016,2015,Cleared - Other,High,,,,,,,Lahan Terbuka,,Degraded - Nearby clearing Cleared - Other ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,2987,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,2988,Primary intact,NA,1992,High,Yes,High,,1999,1994,Degraded - Nearby clearing,Low,,2007,2006,Cleared - Abandoned/transitional,Low,,,,,,,Belukar Rawa,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,2989,Primary degraded,NA,1990,High,Yes,High,,1999,1994,Cleared - Abandoned/transitional,Low,,2015,2014,Cleared - Abandoned/transitional,Low,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2990,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,2991,Primary intact,NA,1992,High,Yes,High,,1997,1992,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2992,Primary degraded,NA,1991,High,No,High,,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,2993,Primary degraded,NA,1993,High,Yes,High,No free cloud cover until 1993,1997,1996,Cleared - Abandoned/transitional,High,,2000,1999,Cleared - Palm estates,High,,,,,,,Perkebunan,,Cleared - Abandoned/transitional Cleared - Palm estates ,Agree,Yes,2008,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,2994,Primary intact,NA,1990,High,Yes,High,,2000,1999,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2995,Primary intact,NA,1991,High,No,High,No free cloud cover until 1991,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,2996,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Disagree - minor,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,2997,Primary intact,NA,1990,High,No,High,,1994,1993,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2998,Primary degraded,NA,1990,High,Yes,High,,2007,2006,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional  ,Disagree - major,No,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,2999,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,3000,Non Forest,NA,1997,High,No,High,No free cloud cover until 1997,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3001,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3002,Primary intact,NA,1995,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3003,Primary degraded,NA,1990,High,Yes,High,,2006,2005,Cleared - Small-holder land use,Low,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3004,Primary intact,NA,1990,High,Yes,High,,1999,1998,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,3005,Primary degraded,NA,1990,High,Yes,High,,1992,1991,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering,,Cleared - Small-holder land use  ,Disagree - minor,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3006,Primary degraded,NA,1990,High,No,High,,2014,2013,Degraded - Nearby clearing,Low,,2015,2014,Cleared - Small-holder land use,Low,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3007,Primary intact,NA,1998,High,No,High,No free cloud cover until 1998,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3008,Primary intact,NA,1991,High,No,High,No free cloud cover until 1991,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3009,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3010,Primary intact,NA,1990,High,Yes,High,,1998,1990,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3011,Primary degraded,NA,1996,High,Yes,High,No free cloud cover until 1998,2005,2004,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,citra tertutup awal,Degraded - Selective Logging  ,Disagree - minor,No,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3012,Primary degraded,NA,1990,High,Yes,High,,1991,1990,Degraded - Nearby clearing,High,,1997,1996,Cleared - Palm estates,High,,,,,,,Perkebunan,,Degraded - Nearby clearing Cleared - Palm estates ,Disagree - minor,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3013,Primary degraded,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Rawa Sekunder,,  ,Disagree - minor,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3014,Primary degraded,NA,1990,High,Yes,High,,1994,1990,Cleared - Abandoned/transitional,High,,2012,2011,Cleared - Palm estates,High,"in the 2015, via Google Earth, there's a palm plantation",,,,,,Perkebunan,,Cleared - Abandoned/transitional Cleared - Palm estates ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3015,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3016,Primary intact,NA,1994,High,Yes,High,,2007,2006,Degraded - Nearby clearing,Low,,2010,2009,Degraded - Nearby clearing,High,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing Degraded - Nearby clearing ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3017,Primary degraded,NA,1994,High,Yes,High,No free cloud cover until 1994,2007,2006,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,Jalan,Cleared - Palm estates  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3018,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,citra tidak ada,  ,Agree,No,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,3019,Primary degraded,NA,1990,High,Yes,High,,2001,2000,Degraded - Nearby clearing,High,clearing by fire,2005,2004,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - minor,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,3020,Primary degraded,NA,1994,High,Yes,High,No free cloud cover until 1994,2006,2005,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,citra tertutup awan,Cleared - Palm estates  ,Disagree - major,No,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3021,Primary intact,NA,1990,High,Yes,High,,1999,1998,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3022,Primary intact,NA,1991,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3023,Primary intact,NA,1992,High,No,High,No free cloud cover until 1992,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3024,Primary degraded,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Rawa Sekunder,,  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3025,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3026,Primary intact,NA,1990,High,Yes,High,,1999,1997,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Rawa,,Cleared - Abandoned/transitional  ,Disagree - minor,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3027,Primary degraded,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Rawa Sekunder,,  ,Disagree - major,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3028,Primary intact,NA,1991,High,Yes,High,,1999,1998,Degraded - Nearby clearing,High,,2015,2014,Cleared - Abandoned/transitional,High,,,,,,,Belukar Rawa,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - minor,Yes,none,No,High,Yazid checked,,Diana edited,,,,,,,,,,,,,,,,
Kalimantan,,9,,3029,Non Forest,NA,1990,High,No,High,"Before 1990 there's still intact forest, but in 1990 there's completely clear for palm plantation (via Google Earth)",,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2013,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3030,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3031,Primary intact,NA,1993,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3032,Primary intact,NA,1991,High,Yes,High,No free cloud cover until 1991,1997,1991,Degraded - Nearby clearing,High,,1999,1991,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3033,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,citra tidak ada,  ,Agree,No,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3034,Primary intact,NA,1991,High,Yes,High,No free cloud cover until 1991,2011,2010,Cleared - Tree plantations,High,,,,,,,,,,,,Hutan Tanaman,,Cleared - Tree plantations  ,Agree,Yes,2002,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3035,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3036,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3037,Primary intact,NA,1994,High,Yes,High,No free cloud cover until 1994,1996,1994,Degraded - Nearby clearing,High,,1997,1996,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3038,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3039,Primary intact,NA,1991,High,Yes,High,No free cloud cover until 1991,2008,2007,Degraded - Nearby clearing,High,,2013,2012,Cleared - Abandoned/transitional,High,,,,,,,Perkebunan,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3040,Primary degraded,NA,1993,High,Yes,High,,2016,2015,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3041,Primary intact,NA,1996,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3042,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3043,Primary intact,NA,1990,High,Yes,High,,1991,1990,Degraded - Nearby clearing,Low,,2005,2004,Cleared - Abandoned/transitional,High,,,,,,,Belukar Rawa,citra landsat 2016 sudah menjadi perkebunan,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3044,Non Forest,NA,1997,High,No,High,No free cloud cover until 1997,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3045,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3046,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,3047,Primary intact,NA,1993,High,Yes,High,No free cloud cover until 1993,2003,2002,Degraded - Nearby clearing,High,,2007,2006,Cleared - Abandoned/transitional,High,,,,,,,Belukar Rawa,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3048,Primary intact,NA,1991,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3049,Primary intact,NA,1991,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3050,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,none,No,High,Yazid checked,dominant rubber trees,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3051,Primary intact,NA,1993,High,Yes,High,in the body of river,1998,1997,Degraded - Nearby clearing,High,,2013,2012,Cleared - Other,High,,,,,,,Tambak,,Degraded - Nearby clearing Cleared - Other ,Disagree - major,Yes,2002,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3052,Primary intact,NA,1991,High,Yes,High,,2004,2003,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,3053,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3054,Primary intact,NA,1990,High,Yes,High,,2007,2006,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3055,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3056,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3057,Primary intact,NA,1991,High,No,High,No free cloud cover until 1991,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3058,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,3059,Primary degraded,NA,1990,high,yes,high,,2008,2007,Degraded - Nearby clearing,high,,2011,2010,Cleared - Abandoned/transitional,high,,,,,,,Belukar,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - major,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3060,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3061,Primary intact,NA,1992,low,No,high,no imagery in 1990,1999,1998,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,Low,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,3062,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,No,2015,No,Low,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3063,Non Forest,NA,1994,high,No,high,"no imagery in 1990, a mining area was opened nearby in around 2012",,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,Low,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3064,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3065,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3066,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3067,Primary intact,NA,1990,high,Yes,high,,1998,1996,Cleared - Fire,,,,,,,,,,,,,Belukar,,Cleared - Fire  ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3068,Non Forest,NA,1992,high,No,high,no imagery in 1990; smallholders outside the circle,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3069,Primary degraded,NA,1990,high,Yes,high,,2016,2014,Cleared - Roading,High,,,,,,,,,,,,Hutan Mangrove Sekunder,,Cleared - Roading  ,Disagree - major,Yes,2009,No,High,Tatik checked,forest regrowth,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3070,Primary degraded,NA,1990,Low,No,high,,1997,1996,Cleared - Abandoned/transitional,Low,,,,,,,,,,,,Belukar,Belukar (berdasarkan verifikasi melalui Google Earth),Cleared - Abandoned/transitional  ,Disagree - major,No,none,No,Low,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3071,Primary intact,NA,1991,High,No,High,no imagery in 1990,,,,,,,,,,,,,,,,Hutan Primer,SPOT 6/7 no data,  ,Agree,No,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3072,Primary intact,NA,1990,High,No,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3073,Primary intact,NA,1990,High,yes,high,can be a monoculture plantation,2007,2006,Cleared - Abandoned/transitional,high,,,,,,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3074,Non Forest,NA,1994,High,No,high,,,,,,,,,,,,,,,,,Hutan Sekunder,"Completely cleared by a logging road, but regrew over 20 years, meeting KLHKs secondary forest definition",  ,Disagree - minor,Yes,2015,No,High,Tatik checked,forest regrowth,Diana edited,,,,,,,,,,,,,,,,
Kalimantan,,6,,3075,Primary intact,NA,1990,high,No,High,,,,,,,,,,,,,,,,,Hutan Primer,SPOT 6/7 no data,  ,Agree,No,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3076,Primary degraded,NA,1990,high,no,high,nearby Selective loggingging road,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,3077,Primary intact,NA,1990,high,yes,high,,2011,2010,Cleared - Abandoned/transitional,high,,2015,2014,Cleared - Palm estates,High,,,,,,,Perkebunan,,Cleared - Abandoned/transitional Cleared - Palm estates ,Disagree - minor,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3078,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3079,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3080,Primary intact,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,2012,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,3081,Primary intact,NA,1994,Low,yes,high,no data in 1990,2005,2004,Degraded - Selective Logging,high,,2006,2005,Cleared - Rubber,Low,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Selective Logging Cleared - Rubber ,Disagree - minor,Yes,2014,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3082,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Tatik checked,,,,,,,,,,,,,,,,,,
