Island Group,Person,Entry-1,SampleID ,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,KLHK land cover class,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6
Jawa,Nita,4,2419,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,PT. Perhutani (teak wood plantation),  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2420,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2421,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2422,Primary degraded,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2423,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2424,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2425,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2426,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2427,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2428,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2429,Primary degraded,NA,1994,High,No,High,Sample complete!,2000,1999,Cleared - Other,Low,,,,,,,,,,,,Belukar,,Cleared - Other  ,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2430,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2431,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2432,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2433,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2434,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2435,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2436,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2437,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2438,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2439,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2440,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2441,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2442,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2443,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2444,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2445,Non Forest,NA,1994,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2446,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2447,Non Forest,NA,2000,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2448,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2449,Non Forest,NA,1992,High,No,High,,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2450,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2451,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2452,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2453,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2454,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2455,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2456,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2457,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2458,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2459,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2460,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertambangan,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2461,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2462,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Agree,Yes,2017,No,High,Yazid checked,could be sengon tree (Paraserianthes falcataria),,,,,,,,,,,,,,,,
Jawa,Nita,4,2463,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2464,Non Forest,NA,2000,High,No,High,,,,,,,,,,,,,,,,,Belukar,No data in the SPOT,  ,Disagree - major,No,2013,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2465,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2466,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2467,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2468,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,onion farm,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2469,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2470,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2471,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2472,Non Forest,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2473,Non Forest,NA,1992,High,Yes,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2474,Non Forest,NA,1992,Low,Yes,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2475,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2476,Non Forest,NA,1994,High,Yes,High,,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2477,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2478,Non Forest,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2479,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2480,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2481,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2482,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2483,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,4,2484,Primary degraded,NA,1994,High,Yes,High,,1999,1997,Cleared - Other,High,Nearby clearing for smallholder landuse,2015,2014,Cleared - Other,High,,,,,,,Pertanian Lahan Kering,,Cleared - Other Cleared - Other ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2485,Non Forest,Managed regrowth,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Teak plantation,  ,Disagree - minor,Yes,2017,No,High,Diana checked,Teak plantation,,,,,,,,,,,,,,,,
Jawa,Nita,5,2486,Non Forest,Managed regrowth,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Teak plantation,  ,Disagree - minor,Yes,2017,No,High,Diana checked,Teak plantation,,,,,,,,,,,,,,,,
Jawa,Nita,5,2487,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2488,Non Forest,Managed regrowth,1990,High,no,High,,,,,,,,,,,,,,,,,Hutan Tanaman,Pine plantation,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2489,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2490,Primary intact,NA,1994,high,Yes,High,,1999,1997,Degraded - Fire,High,,2003,2002,Cleared - Fire,High,,2015,2014,Cleared - Fire,High,,Belukar,,Degraded - Fire Cleared - Fire Cleared - Fire,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2491,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2492,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2493,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2494,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2495,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2496,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2497,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2498,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Peak plantation,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2499,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2500,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2501,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2502,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2503,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2504,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2505,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2506,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2507,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2508,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2509,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2510,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Teak plantation,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2511,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2512,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2513,Primary intact,NA,1990,High,Yes,High,,1998,1997,Degraded - Fire,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Fire  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2514,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2515,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2516,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2517,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - major,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2518,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2519,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2520,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2521,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2522,Non Forest,NA,1995,High,No,High,,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Disagree - major,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2523,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2524,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2525,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2526,Primary degraded,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2527,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2528,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2529,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2530,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2531,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,Rubber,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2532,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2533,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2534,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2535,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2536,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2537,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2538,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2539,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2540,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2541,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2542,Non Forest,NA,1994,High,No,High,,,,,,,,,,,,,,,,,Hutan Tanaman,Teak plantation,  ,Disagree - major,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
