Island Group,Check,Quality note,Quality,Sample ID QC,Sample ID,SampleID (from user join),1990 Landcover,1990 sub-class,First year of cloud free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,,,
Sulawesi,Same sample ID,OK,9,6570,6570,6570,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Inggit checked,no image 1990,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6571,6571,6571,Primary degraded,Forest fragment,1990,High,Yes,High,,2009,2008,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Agree,No,2016,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6572,6572,6572,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2014,No,High,Inggit checked,no image 1990,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6573,6573,6573,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6574,6574,6574,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Inggit checked,no image 1990,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6575,6575,6575,Primary intact,NA,1990,Low,Yes,High,,1998,1997,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6576,6576,6576,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Inggit checked,no image 1990,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6577,6577,6577,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Inggit checked,no image 1990,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6578,6578,6578,Primary degraded,Forest fragment,1994,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,"image not available until 1993, but in google earth 1990 still degraded forest",  ,Agree,Yes,2017,No,Low,Inggit checked,no image 1990,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6579,6579,6579,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6580,6580,6580,Primary intact,NA,1994,High,Yes,High,,2002,2001,Degraded - Nearby clearing,High,,2010,2009,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6581,6581,6581,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6582,6582,6582,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,"image not available until 1993, but in google earth since 1990 has non forest",  ,Agree,Yes,2013,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6583,6583,6583,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6584,6584,6584,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6585,6585,6585,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,"image not available until 1993, but in google earth since 1990 has non forest",  ,Agree,Yes,2011,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6586,6586,6586,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6587,6587,6587,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,SPOT not available,  ,Agree,No,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6588,6588,6588,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,"image not available until 1994, but in google earth since 1990 has non forest",  ,Disagree - major,Yes,2014,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6589,6589,6589,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6590,6590,6590,Primary degraded,Forest fragment,1991,Low,Yes,High,image of 1990 not available ,2000,1999,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6591,6591,6591,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6592,6592,6592,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,"image not available until 1993, but in google earth since 1990 has non forest",  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6593,6593,6593,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6594,6594,6594,Primary degraded,NA,1994,High,Yes,High,Sample complete!,2016,2015,Degraded - Fire,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Fire  ,Agree,Yes,2014,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6595,6595,6595,Primary degraded,NA,1994,High,Yes,High,Sample complete!,2008,2007,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,"image not available until 1993, but in google earth since 1990 has non forest",Cleared - Small-holder land use  ,Disagree - major,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6596,6596,6596,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6597,6597,6597,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,image not available until 1993,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6598,6598,6598,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,Karst,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6599,6599,6599,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6600,6600,6600,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6601,6601,6601,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,image not available until 1995,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6602,6602,6602,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6603,6603,6603,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6604,6604,6604,Non Forest,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6605,6605,6605,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6606,6606,6606,Non Forest,NA,1991,High,No,High,,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6607,6607,6607,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6608,6608,6608,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,No,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6609,6609,6609,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6610,6610,6610,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6611,6611,6611,Primary intact,NA,1990,High,Yes,High,,1997,1995,Degraded - Fire,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Fire  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6612,6612,6612,Primary degraded,NA,1991,High,Yes,High,Sample complete!,1999,1998,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2016,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6613,6613,6613,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6614,6614,6614,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6615,6615,6615,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6616,6616,6616,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6617,6617,6617,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2014,No,High,Inggit checked,cengkeh,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6618,6618,6618,Primary degraded,NA,1994,High,Yes,High,,2003,2001,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Agree,No,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6619,6619,6619,Primary intact,NA,1990,High,Yes,High,Sample complete!,2003,2002,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6620,6620,6620,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6621,6621,6621,Primary intact,NA,1994,High,Yes,High,,2013,2012,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering,,Cleared - Small-holder land use  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6622,6622,6622,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6623,6623,6623,Primary degraded,NA,1995,High,Yes,High,Sample complete!,2006,2005,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering,,Cleared - Small-holder land use  ,Agree,Yes,2015,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6624,6624,6624,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6625,6625,6625,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6626,6626,6626,Primary degraded,NA,1991,High,Yes,High,Sample complete!,1994,1991,Degraded - Nearby clearing,High,,1998,1997,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering,,Degraded - Nearby clearing Cleared - Small-holder land use ,Agree,Yes,2014,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6627,6627,6627,Primary intact,NA,1990,High,Yes,High,,2002,2001,Cleared - Abandoned/transitional,High,,2012,2011,Cleared - Palm estates,High,,,,,,,Perkebunan,,Cleared - Abandoned/transitional Cleared - Palm estates ,Disagree - minor,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6628,6628,6628,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6629,6629,6629,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6630,6630,6630,Primary degraded,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6631,6631,6631,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2014,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6632,6632,6632,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2003,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6633,6633,6633,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6634,6634,6634,Primary intact,NA,1991,High,Yes,High,,1999,1997,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6635,6635,6635,Primary degraded,NA,1990,High,Yes,High,,2009,2008,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering,,Cleared - Small-holder land use  ,Agree,Yes,2015,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6636,6636,6636,Primary degraded,NA,1994,High,Yes,High,,2013,2011,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering,,Cleared - Small-holder land use  ,Agree,Yes,2016,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6637,6637,6637,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,6638,6638,6638,Primary intact,NA,1997,High,Yes,High,,2005,2004,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,,Cleared - Palm estates  ,Disagree - major,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6639,6639,6639,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6640,6640,6640,Primary intact,NA,1994,High,Yes,High,Sample complete!,2003,2002,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6641,6641,6641,Primary degraded,NA,2002,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6642,6642,6642,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6643,6643,6643,Primary intact,NA,2001,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6644,6644,6644,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6645,6645,6645,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6646,6646,6646,Primary degraded,NA,1994,High,Yes,High,Sample complete!,1999,1998,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Agree,Yes,none,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6647,6647,6647,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6648,6648,6648,Primary intact,NA,1994,Low,Yes,High,Sample complete!,1996,1994,Degraded - Selective Logging,High,,2015,2014,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Selective Logging Cleared - Small-holder land use ,Agree,Yes,2014,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6649,6649,6649,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6650,6650,6650,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6651,6651,6651,Primary intact,NA,1991,High,Yes,High,Sample complete!,2015,2014,Degraded - Fire,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Fire  ,Agree,Yes,2011,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6652,6652,6652,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6653,6653,6653,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6654,6654,6654,Primary intact,NA,1994,High,Yes,High,,2015,2013,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6655,6655,6655,Primary degraded,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6656,6656,6656,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6657,6657,6657,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6658,6658,6658,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6659,6659,6659,Non Forest,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6660,6660,6660,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6661,6661,6661,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6662,6662,6662,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6663,6663,6663,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6664,6664,6664,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6665,6665,6665,Primary intact,NA,1990,High,Yes,High,,1995,1994,Degraded - Nearby clearing,High,,1999,1997,Degraded - Selective Logging,High,,2005,2004,Cleared - Small-holder land use,High,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Degraded - Selective Logging Cleared - Small-holder land use,Disagree - minor,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6666,6666,6666,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6667,6667,6667,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6668,6668,6668,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,6669,6669,6669,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Yazid checked,no image 1990-1993,,,,,,,,,,,,,,,,,,,
